id,Gender,Customer Type,Type of Travel,Class,Flight Distance,Age,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
62494,Female,Loyal Customer,Business travel,Business,1846,22,4,5,4,4,3,4,3,3,5,5,5,4,5,3,0,0,satisfied
61054,Male,Loyal Customer,Business travel,Business,1546,30,4,4,4,4,4,4,4,4,4,4,5,3,5,4,0,0,satisfied
10182,Male,Loyal Customer,Business travel,Business,3471,34,2,2,2,2,5,5,5,5,5,5,5,3,5,4,53,43,satisfied
105647,Female,Loyal Customer,Business travel,Business,787,48,4,4,4,4,3,5,5,4,4,4,4,4,4,4,21,13,satisfied
69289,Male,Loyal Customer,Business travel,Business,3677,44,2,2,2,2,5,5,5,5,5,5,5,5,5,3,95,76,satisfied
93547,Female,Loyal Customer,Personal Travel,Eco,585,44,3,4,3,2,5,4,5,5,5,3,5,4,5,4,8,0,neutral or dissatisfied
10700,Male,Loyal Customer,Business travel,Business,247,49,3,3,3,3,2,5,5,5,5,5,5,3,5,3,0,0,satisfied
24592,Female,Loyal Customer,Business travel,Eco,526,34,5,4,4,4,5,5,5,5,1,4,5,2,3,5,0,0,satisfied
48885,Female,disloyal Customer,Business travel,Business,363,21,5,3,5,4,1,5,1,1,2,1,5,3,3,1,0,0,satisfied
42701,Male,Loyal Customer,Personal Travel,Eco,516,41,3,1,3,2,2,3,2,2,2,1,3,1,2,2,0,0,neutral or dissatisfied
57755,Female,Loyal Customer,Business travel,Business,2704,49,5,5,5,5,4,3,3,3,4,3,5,3,4,3,35,63,satisfied
120388,Male,Loyal Customer,Business travel,Business,449,40,2,2,2,2,3,5,5,4,4,4,4,5,4,4,1,16,satisfied
40510,Female,Loyal Customer,Personal Travel,Eco,188,66,1,3,1,2,1,3,3,5,5,1,5,3,5,2,0,0,neutral or dissatisfied
47239,Male,Loyal Customer,Personal Travel,Eco Plus,908,59,1,3,1,2,1,1,1,1,1,1,4,3,4,1,36,26,neutral or dissatisfied
85361,Male,Loyal Customer,Personal Travel,Eco Plus,813,30,2,3,3,3,4,3,4,4,4,1,1,2,2,4,11,0,neutral or dissatisfied
9645,Female,Loyal Customer,Business travel,Business,3091,54,0,5,0,1,4,5,4,5,5,5,5,4,5,5,0,0,satisfied
38184,Male,Loyal Customer,Personal Travel,Eco,1185,44,1,4,1,3,4,1,4,4,3,2,3,3,4,4,105,83,neutral or dissatisfied
7173,Male,Loyal Customer,Business travel,Business,2933,45,0,5,0,4,4,5,5,2,2,2,2,5,2,3,0,1,satisfied
97726,Male,Loyal Customer,Business travel,Business,2205,54,3,3,3,3,3,5,4,4,4,5,4,5,4,5,0,0,satisfied
79408,Female,Loyal Customer,Business travel,Business,102,58,4,4,4,4,5,1,3,5,5,5,4,1,5,5,19,5,satisfied
81515,Male,Loyal Customer,Business travel,Business,1124,27,2,2,2,2,5,5,5,5,3,3,4,5,4,5,0,0,satisfied
18496,Female,Loyal Customer,Business travel,Eco,305,19,1,5,5,5,1,1,1,1,1,3,3,4,2,1,0,0,neutral or dissatisfied
26613,Female,Loyal Customer,Business travel,Business,3053,50,2,2,2,2,3,4,3,5,5,5,5,4,5,4,0,0,satisfied
32527,Female,Loyal Customer,Business travel,Business,3062,39,1,2,2,2,2,3,3,1,1,1,1,4,1,3,0,1,neutral or dissatisfied
14154,Female,Loyal Customer,Business travel,Eco Plus,654,50,4,2,2,2,5,2,4,4,4,4,4,5,4,1,4,29,satisfied
127547,Male,Loyal Customer,Business travel,Business,2432,35,2,1,1,1,4,3,4,2,2,2,2,1,2,3,0,4,neutral or dissatisfied
16456,Female,Loyal Customer,Personal Travel,Eco,529,29,2,4,2,4,4,2,4,4,4,5,5,4,5,4,8,11,neutral or dissatisfied
101456,Male,Loyal Customer,Business travel,Business,2195,19,5,5,5,5,3,4,3,3,5,4,5,4,5,3,0,0,satisfied
7493,Female,Loyal Customer,Business travel,Business,1992,47,4,4,4,4,5,5,5,5,5,5,5,3,5,3,0,0,satisfied
69303,Male,disloyal Customer,Business travel,Business,944,26,5,5,5,5,4,5,3,4,5,3,5,4,5,4,0,26,satisfied
27143,Female,Loyal Customer,Business travel,Business,2640,40,3,1,2,2,3,3,3,1,2,3,4,3,1,3,0,4,neutral or dissatisfied
89943,Male,Loyal Customer,Personal Travel,Eco,1306,11,4,5,4,3,1,4,1,1,3,5,4,5,4,1,0,0,neutral or dissatisfied
104131,Male,Loyal Customer,Business travel,Business,3423,33,2,3,3,3,2,2,2,2,2,2,4,4,4,2,9,0,neutral or dissatisfied
64359,Female,disloyal Customer,Business travel,Eco,1192,35,4,4,4,3,3,4,3,3,1,3,2,4,1,3,54,43,neutral or dissatisfied
117101,Male,Loyal Customer,Business travel,Eco,304,48,4,3,3,3,4,4,4,4,3,2,1,3,2,4,10,13,satisfied
7207,Male,Loyal Customer,Business travel,Business,1855,50,4,4,4,4,3,5,4,5,5,5,4,4,5,3,79,95,satisfied
44868,Male,Loyal Customer,Business travel,Eco,315,48,2,1,1,1,2,2,2,2,5,1,2,4,4,2,0,42,satisfied
64159,Female,Loyal Customer,Business travel,Business,589,36,4,4,4,4,5,2,1,4,4,4,4,2,4,3,0,0,satisfied
82810,Female,Loyal Customer,Business travel,Business,3841,36,4,4,4,4,3,5,3,5,5,5,5,4,5,1,0,0,satisfied
96583,Female,Loyal Customer,Personal Travel,Eco Plus,333,51,3,4,3,3,4,4,5,1,1,3,4,5,1,5,0,0,neutral or dissatisfied
122050,Female,Loyal Customer,Business travel,Business,3069,33,2,2,2,2,5,5,4,5,5,5,4,4,5,3,0,0,satisfied
27917,Male,Loyal Customer,Business travel,Business,3127,50,4,5,5,5,1,4,4,4,4,4,4,3,4,4,0,0,neutral or dissatisfied
74496,Male,Loyal Customer,Business travel,Business,1171,36,5,5,4,5,5,4,4,2,2,2,2,4,2,5,7,0,satisfied
19385,Male,disloyal Customer,Business travel,Eco,844,30,1,1,1,3,3,1,3,3,3,3,4,4,4,3,19,21,neutral or dissatisfied
37048,Male,Loyal Customer,Personal Travel,Eco,1105,37,2,4,2,2,2,2,2,2,5,2,1,2,2,2,4,10,neutral or dissatisfied
42771,Male,Loyal Customer,Personal Travel,Eco,493,40,2,5,2,3,3,2,1,3,4,2,4,3,4,3,0,0,neutral or dissatisfied
104629,Male,Loyal Customer,Business travel,Eco,861,55,1,1,1,1,2,1,2,2,3,3,4,4,3,2,0,0,neutral or dissatisfied
75121,Female,Loyal Customer,Business travel,Business,1652,48,4,4,4,4,4,5,4,3,3,3,3,3,3,5,8,0,satisfied
120719,Female,Loyal Customer,Business travel,Business,90,55,3,3,3,3,4,4,5,5,5,5,5,3,5,5,0,0,satisfied
34453,Male,Loyal Customer,Personal Travel,Eco,228,16,4,5,4,3,4,4,3,4,4,4,4,3,5,4,0,0,neutral or dissatisfied
41827,Male,Loyal Customer,Personal Travel,Eco,257,57,2,4,2,3,1,2,1,1,4,5,1,5,2,1,0,0,neutral or dissatisfied
38914,Male,disloyal Customer,Business travel,Eco,162,39,2,0,2,1,4,2,3,4,1,2,4,1,5,4,0,0,neutral or dissatisfied
35683,Female,Loyal Customer,Business travel,Business,2586,24,2,3,3,3,2,2,2,2,5,2,4,2,1,2,0,8,neutral or dissatisfied
2908,Male,Loyal Customer,Personal Travel,Eco,409,39,1,4,4,3,3,4,3,3,3,3,4,2,4,3,0,0,neutral or dissatisfied
11302,Male,Loyal Customer,Personal Travel,Eco,396,62,2,4,2,5,5,2,5,5,5,2,5,4,4,5,0,2,neutral or dissatisfied
82428,Female,Loyal Customer,Business travel,Business,3810,59,5,5,5,5,3,4,5,4,4,4,4,4,4,3,0,0,satisfied
36807,Female,Loyal Customer,Personal Travel,Business,2300,50,2,4,2,1,5,5,4,5,5,2,5,5,5,3,2,0,neutral or dissatisfied
76269,Female,Loyal Customer,Business travel,Business,1927,47,3,3,3,3,2,5,5,5,5,5,5,5,5,3,0,0,satisfied
58496,Male,Loyal Customer,Business travel,Business,1660,32,4,2,2,2,4,4,4,4,3,5,2,1,2,4,24,40,neutral or dissatisfied
128144,Female,Loyal Customer,Business travel,Business,1849,55,3,3,3,3,4,5,5,5,5,5,5,5,5,4,0,0,satisfied
83590,Female,Loyal Customer,Business travel,Business,2786,40,3,3,2,3,2,4,4,3,3,4,3,4,3,5,0,0,satisfied
94198,Male,Loyal Customer,Business travel,Business,528,44,2,2,1,2,2,5,4,3,3,3,3,4,3,3,121,128,satisfied
110963,Female,Loyal Customer,Business travel,Business,2745,48,2,5,5,5,2,4,4,3,3,3,2,3,3,3,7,10,neutral or dissatisfied
124660,Female,Loyal Customer,Business travel,Business,2489,38,2,2,2,2,2,4,5,5,5,5,5,5,5,5,6,13,satisfied
21950,Male,Loyal Customer,Business travel,Business,551,16,3,1,4,1,3,3,3,3,3,4,4,1,4,3,0,0,neutral or dissatisfied
81672,Female,Loyal Customer,Business travel,Business,3524,56,4,4,4,4,2,5,5,5,5,5,5,5,5,5,0,0,satisfied
93642,Female,disloyal Customer,Business travel,Business,704,40,4,4,4,3,5,4,1,5,3,4,4,4,5,5,3,9,satisfied
101756,Female,Loyal Customer,Personal Travel,Eco,1590,50,3,2,3,4,4,3,4,4,4,3,4,2,4,3,0,0,neutral or dissatisfied
83591,Male,Loyal Customer,Personal Travel,Eco Plus,936,65,4,5,4,5,1,4,1,1,5,2,4,4,4,1,4,0,neutral or dissatisfied
46024,Male,Loyal Customer,Business travel,Business,2607,43,3,3,4,3,4,5,5,4,4,4,4,5,4,3,83,100,satisfied
44055,Female,Loyal Customer,Business travel,Eco Plus,296,21,0,4,0,2,5,0,5,5,2,1,1,3,3,5,0,0,satisfied
84300,Female,Loyal Customer,Business travel,Business,2399,35,4,4,4,4,3,4,4,5,5,5,5,4,5,5,0,0,satisfied
85464,Female,Loyal Customer,Business travel,Business,332,28,5,5,5,5,4,4,4,4,3,5,5,5,5,4,6,0,satisfied
64781,Female,disloyal Customer,Business travel,Business,469,27,4,4,4,5,5,4,5,5,3,5,5,5,4,5,0,0,neutral or dissatisfied
62546,Female,Loyal Customer,Business travel,Business,1846,49,1,1,1,1,2,5,4,4,4,4,4,3,4,5,91,61,satisfied
13908,Male,Loyal Customer,Business travel,Eco,192,36,5,4,4,4,5,5,5,5,2,3,3,3,5,5,0,0,satisfied
64811,Female,Loyal Customer,Business travel,Business,224,43,5,5,5,5,5,4,5,4,4,4,4,4,4,3,2,0,satisfied
126784,Male,disloyal Customer,Business travel,Business,2125,27,2,2,2,4,3,2,5,3,5,2,5,3,5,3,0,0,neutral or dissatisfied
81596,Male,Loyal Customer,Business travel,Business,349,55,3,3,3,3,2,5,4,4,4,4,4,3,4,3,0,0,satisfied
15162,Female,Loyal Customer,Business travel,Eco Plus,912,39,3,4,2,2,3,3,3,3,1,3,4,2,4,3,0,7,neutral or dissatisfied
118766,Male,Loyal Customer,Personal Travel,Eco,370,17,4,1,1,2,3,1,3,3,4,5,3,4,2,3,46,44,neutral or dissatisfied
102768,Female,Loyal Customer,Personal Travel,Eco,1618,50,1,4,1,3,4,5,5,2,2,1,2,3,2,4,0,0,neutral or dissatisfied
50219,Male,Loyal Customer,Business travel,Eco,78,53,3,2,2,2,3,3,3,3,2,3,4,4,4,3,0,0,neutral or dissatisfied
129651,Female,disloyal Customer,Business travel,Business,447,38,2,2,2,5,5,2,2,5,3,2,4,5,5,5,0,0,neutral or dissatisfied
30152,Female,Loyal Customer,Personal Travel,Eco,204,49,3,5,3,1,2,2,4,1,1,3,1,5,1,5,0,0,neutral or dissatisfied
61730,Female,Loyal Customer,Business travel,Eco,1635,47,4,4,4,4,4,4,2,3,3,4,3,4,3,1,0,11,satisfied
17318,Male,Loyal Customer,Personal Travel,Eco,403,13,2,5,4,3,1,4,1,1,5,5,4,3,4,1,0,16,neutral or dissatisfied
42307,Female,Loyal Customer,Personal Travel,Eco,550,12,1,3,1,3,2,1,2,2,4,4,2,3,4,2,7,14,neutral or dissatisfied
38622,Female,Loyal Customer,Business travel,Business,1111,41,1,1,1,1,2,5,4,2,2,2,2,5,2,4,108,100,satisfied
119938,Female,disloyal Customer,Business travel,Eco,868,20,2,2,2,3,4,2,4,4,1,3,4,3,4,4,0,0,neutral or dissatisfied
99990,Male,disloyal Customer,Business travel,Eco,277,21,3,4,3,5,5,3,5,5,5,2,4,3,4,5,0,0,neutral or dissatisfied
907,Male,disloyal Customer,Business travel,Eco,134,18,3,5,3,2,4,3,4,4,3,3,4,4,5,4,0,0,neutral or dissatisfied
60394,Male,Loyal Customer,Business travel,Eco,1452,50,4,5,5,5,4,4,4,4,3,5,4,2,5,4,13,1,satisfied
96724,Male,Loyal Customer,Personal Travel,Eco,696,10,4,5,4,4,1,4,1,1,3,5,4,4,4,1,12,6,neutral or dissatisfied
6350,Male,Loyal Customer,Business travel,Business,240,55,1,1,1,1,4,4,5,5,5,5,5,5,5,4,0,0,satisfied
105681,Female,Loyal Customer,Business travel,Business,663,38,4,4,4,4,5,5,5,4,4,5,4,3,4,4,32,51,satisfied
55225,Male,Loyal Customer,Business travel,Business,3422,44,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0,satisfied
75979,Male,Loyal Customer,Business travel,Business,3101,37,4,5,5,5,1,3,3,4,4,4,4,2,4,1,2,23,neutral or dissatisfied
81168,Male,Loyal Customer,Personal Travel,Eco,196,46,2,5,2,3,2,2,2,2,4,5,5,5,5,2,0,0,neutral or dissatisfied
99944,Male,Loyal Customer,Business travel,Business,1986,41,4,4,4,4,3,4,4,4,4,4,4,3,4,5,0,3,satisfied
37221,Male,Loyal Customer,Business travel,Business,2340,58,1,0,0,4,5,4,3,3,3,0,3,2,3,3,0,0,neutral or dissatisfied
36613,Male,disloyal Customer,Business travel,Eco,1220,29,2,2,2,2,3,2,3,3,4,2,2,4,2,3,0,0,neutral or dissatisfied
104252,Female,Loyal Customer,Personal Travel,Eco,1276,59,2,5,2,1,4,5,1,3,3,2,3,4,3,2,24,0,neutral or dissatisfied
59453,Male,Loyal Customer,Business travel,Business,811,50,3,3,3,3,4,5,4,4,4,4,4,4,4,5,3,20,satisfied
4003,Female,Loyal Customer,Business travel,Business,419,59,5,5,5,5,5,5,4,5,5,5,5,4,5,3,49,90,satisfied
80137,Female,disloyal Customer,Business travel,Eco,1449,22,4,4,4,3,4,1,1,5,4,4,4,1,3,1,9,12,satisfied
21522,Male,Loyal Customer,Personal Travel,Eco,377,38,3,4,3,3,3,3,3,3,5,3,5,4,5,3,35,28,neutral or dissatisfied
64868,Male,disloyal Customer,Business travel,Eco,247,23,2,1,2,3,4,2,4,4,3,4,2,4,2,4,0,0,neutral or dissatisfied
3851,Female,Loyal Customer,Personal Travel,Eco,650,11,3,1,3,4,3,3,3,3,1,5,4,4,3,3,2,4,neutral or dissatisfied
24868,Female,disloyal Customer,Business travel,Eco,356,22,2,4,2,3,4,2,1,4,2,4,3,3,3,4,0,0,neutral or dissatisfied
69860,Female,Loyal Customer,Personal Travel,Eco,1055,54,2,1,2,4,3,3,3,5,5,2,5,1,5,3,0,0,neutral or dissatisfied
104758,Male,Loyal Customer,Personal Travel,Eco,1342,9,4,5,4,5,2,4,2,2,3,3,3,3,5,2,8,28,neutral or dissatisfied
128934,Female,Loyal Customer,Business travel,Business,2486,33,2,2,2,2,3,4,5,4,4,4,4,4,4,3,0,5,satisfied
2465,Female,Loyal Customer,Business travel,Business,322,41,1,2,2,2,5,3,3,1,1,1,1,3,1,2,0,0,neutral or dissatisfied
26357,Male,Loyal Customer,Business travel,Eco,991,47,4,5,5,5,4,4,4,4,3,2,1,3,2,4,0,0,satisfied
10269,Male,Loyal Customer,Personal Travel,Business,74,27,2,4,2,4,5,2,5,5,2,4,3,1,1,5,1,1,neutral or dissatisfied
64336,Male,Loyal Customer,Business travel,Business,3092,59,2,4,4,4,2,1,2,2,2,2,2,2,2,1,34,32,neutral or dissatisfied
40857,Male,Loyal Customer,Personal Travel,Eco,541,30,3,4,3,2,4,3,4,4,3,3,5,5,5,4,0,0,neutral or dissatisfied
23282,Male,disloyal Customer,Business travel,Eco,809,19,2,2,2,5,3,2,3,3,1,2,3,3,5,3,0,0,neutral or dissatisfied
29778,Female,Loyal Customer,Personal Travel,Business,725,43,1,3,1,3,4,4,2,1,1,1,1,5,1,4,3,8,neutral or dissatisfied
92849,Male,Loyal Customer,Business travel,Business,1587,55,5,5,5,5,2,4,4,4,4,4,4,3,4,5,0,0,satisfied
1942,Female,Loyal Customer,Business travel,Eco,383,53,4,4,4,4,1,3,3,5,5,4,5,4,5,4,4,1,neutral or dissatisfied
9426,Male,Loyal Customer,Business travel,Business,288,55,5,5,5,5,2,4,4,5,5,5,5,4,5,3,2,0,satisfied
96439,Male,Loyal Customer,Business travel,Business,3295,49,3,3,3,3,2,5,5,4,4,4,4,5,4,5,32,26,satisfied
4862,Female,Loyal Customer,Personal Travel,Eco,408,43,1,2,1,3,3,4,3,3,3,1,3,3,3,4,0,0,neutral or dissatisfied
24947,Female,Loyal Customer,Business travel,Business,1747,27,5,5,5,5,5,4,5,5,5,2,3,1,5,5,14,0,satisfied
116266,Female,Loyal Customer,Personal Travel,Eco,447,53,4,5,4,2,5,5,4,4,4,4,4,5,4,3,0,0,satisfied
61739,Female,disloyal Customer,Business travel,Eco,1346,35,3,3,3,4,4,3,3,4,4,4,5,1,5,4,0,0,neutral or dissatisfied
91055,Female,Loyal Customer,Personal Travel,Eco,406,50,1,1,1,3,3,3,3,3,3,1,3,3,3,1,0,0,neutral or dissatisfied
121697,Female,Loyal Customer,Business travel,Business,3085,56,2,2,2,2,4,4,4,5,5,5,4,3,5,3,0,2,satisfied
102559,Female,Loyal Customer,Business travel,Business,3611,38,2,2,2,2,5,5,5,5,5,5,5,3,5,5,2,0,satisfied
100621,Male,Loyal Customer,Personal Travel,Eco,1121,11,2,4,2,4,4,2,5,4,3,5,4,5,4,4,1,8,neutral or dissatisfied
17036,Male,Loyal Customer,Personal Travel,Eco Plus,781,22,2,5,2,1,3,2,3,3,4,5,5,5,4,3,0,0,neutral or dissatisfied
26696,Female,Loyal Customer,Personal Travel,Eco,406,46,1,4,2,1,2,4,4,4,4,2,4,4,4,4,0,0,neutral or dissatisfied
211,Male,disloyal Customer,Business travel,Eco,213,22,5,0,5,1,3,5,3,3,4,4,5,1,3,3,1,4,satisfied
113770,Female,Loyal Customer,Personal Travel,Eco,226,9,1,4,1,3,1,1,1,1,3,3,4,5,5,1,0,0,neutral or dissatisfied
19307,Female,Loyal Customer,Personal Travel,Eco,299,15,3,4,3,4,3,3,5,3,3,2,5,3,4,3,0,0,neutral or dissatisfied
52424,Female,Loyal Customer,Personal Travel,Eco,493,45,1,5,1,2,2,5,5,2,2,1,2,4,2,3,10,12,neutral or dissatisfied
16824,Female,Loyal Customer,Personal Travel,Eco,645,57,3,5,3,4,4,4,5,4,4,3,4,3,4,3,12,18,neutral or dissatisfied
22071,Female,Loyal Customer,Personal Travel,Eco,304,62,4,4,4,4,2,5,4,2,2,4,2,4,2,5,0,0,neutral or dissatisfied
127871,Male,Loyal Customer,Business travel,Business,2283,36,3,2,2,2,4,3,3,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
15793,Female,Loyal Customer,Business travel,Business,3157,56,0,0,0,3,5,1,5,5,5,5,5,3,5,5,21,3,satisfied
34059,Female,Loyal Customer,Business travel,Eco,1674,55,4,4,4,4,2,3,2,4,4,4,4,2,4,3,0,0,neutral or dissatisfied
62815,Female,Loyal Customer,Personal Travel,Eco,2486,39,2,2,2,3,2,3,3,1,3,3,3,3,2,3,0,12,neutral or dissatisfied
81289,Male,Loyal Customer,Personal Travel,Eco,1020,62,3,2,3,3,4,3,4,4,4,5,3,4,4,4,0,32,neutral or dissatisfied
63848,Male,disloyal Customer,Business travel,Business,1192,37,2,2,2,3,2,2,2,2,5,5,4,5,5,2,0,0,neutral or dissatisfied
10073,Male,Loyal Customer,Personal Travel,Eco,441,69,3,3,3,1,1,3,1,1,5,1,3,2,5,1,24,17,neutral or dissatisfied
35974,Male,Loyal Customer,Business travel,Eco Plus,231,58,4,3,4,3,4,4,4,4,3,4,4,1,3,4,0,1,satisfied
24070,Male,Loyal Customer,Personal Travel,Business,866,45,1,5,1,4,2,5,4,3,3,1,3,3,3,5,0,0,neutral or dissatisfied
3208,Male,Loyal Customer,Personal Travel,Eco,693,50,3,4,3,3,2,3,3,2,4,3,4,4,4,2,0,0,neutral or dissatisfied
10164,Female,Loyal Customer,Business travel,Business,429,52,4,4,4,4,4,4,5,4,4,4,4,4,4,4,6,3,satisfied
21538,Male,Loyal Customer,Personal Travel,Eco,377,57,2,4,2,4,3,2,3,3,3,2,5,3,5,3,0,0,neutral or dissatisfied
96705,Female,Loyal Customer,Business travel,Business,813,43,1,3,3,3,4,3,4,1,1,1,1,4,1,3,0,0,neutral or dissatisfied
74746,Female,Loyal Customer,Personal Travel,Eco,1431,12,3,4,3,3,4,3,4,4,4,2,4,3,4,4,75,71,neutral or dissatisfied
75166,Male,disloyal Customer,Business travel,Business,1744,35,3,3,3,2,5,3,5,5,4,3,3,5,4,5,0,0,neutral or dissatisfied
106227,Male,Loyal Customer,Personal Travel,Eco,471,63,2,2,2,3,5,2,5,5,3,3,4,1,4,5,0,0,neutral or dissatisfied
57752,Female,Loyal Customer,Business travel,Business,2704,33,4,4,4,4,3,2,2,3,4,4,5,2,5,2,0,0,satisfied
110888,Male,Loyal Customer,Business travel,Business,3932,48,5,5,5,5,2,4,5,4,4,4,4,5,4,4,5,3,satisfied
8844,Male,Loyal Customer,Business travel,Business,1371,41,3,5,5,5,2,4,4,3,3,3,3,3,3,1,31,60,neutral or dissatisfied
52479,Female,Loyal Customer,Personal Travel,Eco Plus,651,35,3,4,3,2,2,3,2,2,1,2,2,5,3,2,65,76,neutral or dissatisfied
43947,Male,Loyal Customer,Business travel,Eco,408,55,2,3,3,3,3,2,3,3,2,1,3,3,4,3,0,0,satisfied
103879,Male,Loyal Customer,Personal Travel,Eco,869,61,1,2,1,4,3,1,3,3,4,2,3,3,4,3,18,8,neutral or dissatisfied
86063,Female,Loyal Customer,Business travel,Eco Plus,554,38,2,5,2,5,2,2,2,2,2,2,3,4,3,2,21,27,neutral or dissatisfied
125759,Female,Loyal Customer,Business travel,Business,2943,65,3,3,3,3,2,4,5,2,2,2,2,5,2,3,0,0,satisfied
112006,Male,Loyal Customer,Business travel,Business,770,29,1,1,2,1,5,5,5,5,4,3,5,3,5,5,0,0,satisfied
96014,Male,Loyal Customer,Business travel,Business,1865,25,5,5,5,5,5,5,5,5,5,5,4,3,4,5,12,0,satisfied
50864,Male,Loyal Customer,Personal Travel,Eco,109,40,2,5,0,1,3,0,3,3,5,5,1,3,3,3,0,0,neutral or dissatisfied
26396,Female,Loyal Customer,Business travel,Eco,957,36,3,5,5,5,3,2,3,3,4,3,3,4,3,3,0,0,neutral or dissatisfied
93695,Female,Loyal Customer,Business travel,Business,1452,34,1,2,2,2,5,3,3,1,1,1,1,4,1,2,0,0,neutral or dissatisfied
28985,Female,disloyal Customer,Business travel,Eco,1050,31,1,0,0,3,5,0,5,5,5,2,2,2,4,5,0,0,neutral or dissatisfied
49488,Male,disloyal Customer,Business travel,Eco,156,39,2,5,2,1,5,2,5,5,3,1,1,3,1,5,0,0,neutral or dissatisfied
80526,Male,Loyal Customer,Business travel,Business,2381,40,3,3,3,3,5,4,5,4,4,4,4,4,4,4,24,18,satisfied
79568,Female,Loyal Customer,Business travel,Business,2243,38,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,0,satisfied
28525,Female,disloyal Customer,Business travel,Eco,1368,26,1,1,1,2,3,1,3,3,3,4,3,4,2,3,19,0,neutral or dissatisfied
46151,Male,disloyal Customer,Business travel,Eco,604,30,2,5,2,4,2,2,2,2,3,5,2,1,1,2,2,0,neutral or dissatisfied
75209,Male,Loyal Customer,Business travel,Business,1744,27,2,1,1,1,2,2,2,2,2,3,3,3,4,2,66,67,neutral or dissatisfied
42235,Female,disloyal Customer,Business travel,Eco,329,22,3,1,3,2,5,3,1,5,1,4,2,4,3,5,15,0,neutral or dissatisfied
60952,Female,Loyal Customer,Business travel,Business,888,30,2,4,4,4,2,2,2,2,1,1,3,2,2,2,0,0,neutral or dissatisfied
7108,Female,Loyal Customer,Personal Travel,Eco,157,46,3,4,3,4,4,3,4,4,4,3,4,4,4,4,0,0,neutral or dissatisfied
1305,Female,Loyal Customer,Business travel,Business,2622,62,0,4,0,3,5,4,5,1,1,1,1,3,1,5,56,44,satisfied
45651,Female,Loyal Customer,Personal Travel,Eco,260,19,5,3,5,3,1,5,1,1,3,3,2,4,2,1,0,1,satisfied
127326,Female,Loyal Customer,Business travel,Business,2698,44,4,4,2,4,3,5,4,5,5,5,5,4,5,4,0,0,satisfied
51708,Female,Loyal Customer,Business travel,Business,2719,64,1,1,1,1,3,2,4,3,3,4,5,4,3,2,0,0,satisfied
105979,Male,Loyal Customer,Personal Travel,Eco,2295,62,1,4,1,3,1,3,3,3,4,1,2,3,2,3,0,0,neutral or dissatisfied
92385,Female,disloyal Customer,Business travel,Business,1489,26,0,0,0,2,3,0,3,3,3,2,4,3,5,3,3,0,satisfied
48085,Female,Loyal Customer,Business travel,Business,2564,43,4,4,4,4,4,4,2,5,5,5,3,1,5,5,0,0,satisfied
65937,Male,Loyal Customer,Business travel,Business,3718,23,4,4,4,4,4,4,4,4,3,2,4,3,4,4,0,0,satisfied
13999,Male,Loyal Customer,Business travel,Eco,160,46,4,5,5,5,4,4,4,4,1,2,4,3,4,4,0,0,neutral or dissatisfied
45274,Female,Loyal Customer,Personal Travel,Business,222,21,2,3,2,3,5,2,1,5,1,1,4,1,3,5,12,0,neutral or dissatisfied
21236,Female,Loyal Customer,Personal Travel,Eco,317,64,3,3,3,4,4,2,2,3,3,3,3,2,3,1,72,90,neutral or dissatisfied
78815,Female,Loyal Customer,Personal Travel,Eco,447,14,2,5,1,4,2,1,2,2,5,5,2,4,1,2,0,0,neutral or dissatisfied
96205,Female,Loyal Customer,Business travel,Eco,687,44,4,3,3,3,2,3,3,4,4,4,4,4,4,1,16,8,neutral or dissatisfied
39666,Male,Loyal Customer,Business travel,Business,476,32,3,3,3,3,5,5,5,5,1,2,2,2,3,5,123,115,satisfied
70487,Female,disloyal Customer,Business travel,Eco,867,25,2,2,2,4,4,2,4,4,4,1,3,3,3,4,2,14,neutral or dissatisfied
94213,Male,disloyal Customer,Business travel,Eco,239,22,4,0,4,3,5,4,5,5,3,2,4,5,5,5,0,5,satisfied
15627,Female,Loyal Customer,Personal Travel,Eco,229,38,4,4,4,3,4,4,4,4,4,5,5,4,4,4,0,4,neutral or dissatisfied
2342,Male,disloyal Customer,Business travel,Eco Plus,925,28,4,4,4,3,3,4,3,3,3,4,4,3,4,3,0,24,neutral or dissatisfied
108328,Male,disloyal Customer,Business travel,Business,1750,28,3,4,4,4,1,4,1,1,5,3,5,4,5,1,23,26,neutral or dissatisfied
115833,Male,disloyal Customer,Business travel,Eco,325,39,1,0,0,3,5,0,5,5,1,1,2,4,5,5,1,0,neutral or dissatisfied
24366,Male,Loyal Customer,Business travel,Eco,669,52,4,1,1,1,4,4,4,4,3,1,4,3,4,4,0,26,satisfied
78418,Female,disloyal Customer,Business travel,Eco,453,26,2,0,2,1,2,2,2,2,1,3,2,2,1,2,5,1,neutral or dissatisfied
63754,Male,disloyal Customer,Business travel,Business,1660,37,2,2,2,3,2,2,2,2,3,4,4,4,4,2,3,7,neutral or dissatisfied
103803,Female,Loyal Customer,Business travel,Business,869,51,2,2,2,2,2,4,5,5,5,5,5,5,5,5,0,0,satisfied
